cid,cntry,dwh_create_date
AW00011669,United States,2026-04-11 09:31:21.5333333
AW00011670,United States,2026-04-11 09:31:21.5333333
AW00011671,United States,2026-04-11 09:31:21.5333333
AW00011672,United States,2026-04-11 09:31:21.5333333
AW00011673,United States,2026-04-11 09:31:21.5333333
AW00011674,United States,2026-04-11 09:31:21.5333333
AW00011675,United States,2026-04-11 09:31:21.5333333
AW00011676,United States,2026-04-11 09:31:21.5333333
AW00011677,Canada,2026-04-11 09:31:21.5333333
AW00011678,United States,2026-04-11 09:31:21.5333333
AW00011679,United States,2026-04-11 09:31:21.5333333
AW00011680,United States,2026-04-11 09:31:21.5333333
AW00011681,United States,2026-04-11 09:31:21.5333333
AW00011682,United States,2026-04-11 09:31:21.5333333
AW00011683,United States,2026-04-11 09:31:21.5333333
AW00011684,United States,2026-04-11 09:31:21.5333333
AW00011685,United States,2026-04-11 09:31:21.5333333
AW00011686,United States,2026-04-11 09:31:21.5333333
AW00011687,United States,2026-04-11 09:31:21.5333333
AW00011688,United States,2026-04-11 09:31:21.5333333
AW00011689,United States,2026-04-11 09:31:21.5333333
AW00011690,United States,2026-04-11 09:31:21.5333333
AW00011691,United States,2026-04-11 09:31:21.5333333
AW00011692,United States,2026-04-11 09:31:21.5333333
AW00011693,Canada,2026-04-11 09:31:21.5333333
AW00011694,United States,2026-04-11 09:31:21.5333333
AW00011695,United States,2026-04-11 09:31:21.5333333
AW00011696,United States,2026-04-11 09:31:21.5333333
AW00011697,United States,2026-04-11 09:31:21.5333333
AW00011698,Canada,2026-04-11 09:31:21.5333333
AW00011699,United States,2026-04-11 09:31:21.5333333
AW00011700,United States,2026-04-11 09:31:21.5333333
AW00011701,United States,2026-04-11 09:31:21.5333333
AW00011702,United States,2026-04-11 09:31:21.5333333
AW00011703,United States,2026-04-11 09:31:21.5333333
AW00011704,United States,2026-04-11 09:31:21.5333333
AW00011705,United States,2026-04-11 09:31:21.5333333
AW00011706,United States,2026-04-11 09:31:21.5333333
AW00011707,United States,2026-04-11 09:31:21.5333333
AW00011708,United States,2026-04-11 09:31:21.5333333
AW00011709,Canada,2026-04-11 09:31:21.5333333
AW00011710,United States,2026-04-11 09:31:21.5333333
AW00011711,Canada,2026-04-11 09:31:21.5333333
AW00011712,Canada,2026-04-11 09:31:21.5333333
AW00011713,United States,2026-04-11 09:31:21.5333333
AW00011714,United States,2026-04-11 09:31:21.5333333
AW00011715,United States,2026-04-11 09:31:21.5333333
AW00011716,United States,2026-04-11 09:31:21.5333333
AW00011717,United States,2026-04-11 09:31:21.5333333
AW00011718,United States,2026-04-11 09:31:21.5333333
AW00011719,Canada,2026-04-11 09:31:21.5333333
AW00011720,United States,2026-04-11 09:31:21.5333333
AW00011721,United States,2026-04-11 09:31:21.5333333
AW00011722,United States,2026-04-11 09:31:21.5333333
AW00011723,Canada,2026-04-11 09:31:21.5333333
AW00011724,Canada,2026-04-11 09:31:21.5333333
AW00011725,United States,2026-04-11 09:31:21.5333333
AW00011726,United States,2026-04-11 09:31:21.5333333
AW00011727,United States,2026-04-11 09:31:21.5333333
AW00011728,United States,2026-04-11 09:31:21.5333333
AW00011729,United States,2026-04-11 09:31:21.5333333
AW00011730,United States,2026-04-11 09:31:21.5333333
AW00011731,United States,2026-04-11 09:31:21.5333333
AW00011732,United States,2026-04-11 09:31:21.5333333
AW00011733,United States,2026-04-11 09:31:21.5333333
AW00011734,United States,2026-04-11 09:31:21.5333333
AW00011735,United States,2026-04-11 09:31:21.5333333
AW00011736,United States,2026-04-11 09:31:21.5333333
AW00011737,United States,2026-04-11 09:31:21.5333333
AW00011738,Canada,2026-04-11 09:31:21.5333333
AW00011739,Canada,2026-04-11 09:31:21.5333333
AW00011740,Canada,2026-04-11 09:31:21.5333333
AW00011741,United States,2026-04-11 09:31:21.5333333
AW00011742,United States,2026-04-11 09:31:21.5333333
AW00011743,United States,2026-04-11 09:31:21.5333333
AW00011744,United States,2026-04-11 09:31:21.5333333
AW00011745,United States,2026-04-11 09:31:21.5333333
AW00011746,United States,2026-04-11 09:31:21.5333333
AW00011747,United States,2026-04-11 09:31:21.5333333
AW00011748,Canada,2026-04-11 09:31:21.5333333
AW00011749,Australia,2026-04-11 09:31:21.5333333
AW00011750,Australia,2026-04-11 09:31:21.5333333
AW00011751,Australia,2026-04-11 09:31:21.5333333
AW00011752,Australia,2026-04-11 09:31:21.5333333
AW00011753,Australia,2026-04-11 09:31:21.5333333
AW00011754,Australia,2026-04-11 09:31:21.5333333
AW00011755,Australia,2026-04-11 09:31:21.5333333
AW00011756,Australia,2026-04-11 09:31:21.5333333
AW00011757,Australia,2026-04-11 09:31:21.5333333
AW00011758,Australia,2026-04-11 09:31:21.5333333
AW00011759,Australia,2026-04-11 09:31:21.5333333
AW00011760,Australia,2026-04-11 09:31:21.5333333
AW00011761,Australia,2026-04-11 09:31:21.5333333
AW00011762,Australia,2026-04-11 09:31:21.5333333
AW00011763,Australia,2026-04-11 09:31:21.5333333
AW00011764,Australia,2026-04-11 09:31:21.5333333
AW00011765,Australia,2026-04-11 09:31:21.5333333
AW00011766,Australia,2026-04-11 09:31:21.5333333
AW00011767,Australia,2026-04-11 09:31:21.5333333
AW00011768,Australia,2026-04-11 09:31:21.5333333
AW00011769,Canada,2026-04-11 09:31:21.5333333
AW00011770,United States,2026-04-11 09:31:21.5333333
AW00011771,United States,2026-04-11 09:31:21.5333333
AW00011772,United States,2026-04-11 09:31:21.5333333
AW00011773,United States,2026-04-11 09:31:21.5333333
AW00011774,United States,2026-04-11 09:31:21.5333333
AW00011775,United States,2026-04-11 09:31:21.5333333
AW00011776,United States,2026-04-11 09:31:21.5333333
AW00011777,United States,2026-04-11 09:31:21.5333333
AW00011778,United States,2026-04-11 09:31:21.5333333
AW00011779,United States,2026-04-11 09:31:21.5333333
AW00011780,United States,2026-04-11 09:31:21.5333333
AW00011781,United States,2026-04-11 09:31:21.5333333
AW00011782,United States,2026-04-11 09:31:21.5333333
AW00011783,United States,2026-04-11 09:31:21.5333333
AW00011784,Canada,2026-04-11 09:31:21.5333333
AW00011785,United States,2026-04-11 09:31:21.5333333
AW00011786,United States,2026-04-11 09:31:21.5333333
AW00011787,United States,2026-04-11 09:31:21.5333333
AW00011788,United States,2026-04-11 09:31:21.5333333
AW00011789,United States,2026-04-11 09:31:21.5333333
AW00011790,United States,2026-04-11 09:31:21.5333333
AW00011791,United States,2026-04-11 09:31:21.5333333
AW00011792,United States,2026-04-11 09:31:21.5333333
AW00011793,United States,2026-04-11 09:31:21.5333333
AW00011794,United States,2026-04-11 09:31:21.5333333
AW00011795,United States,2026-04-11 09:31:21.5333333
AW00011796,United States,2026-04-11 09:31:21.5333333
AW00011797,United States,2026-04-11 09:31:21.5333333
AW00011798,United States,2026-04-11 09:31:21.5333333
AW00011799,United States,2026-04-11 09:31:21.5333333
AW00011800,United States,2026-04-11 09:31:21.5333333
AW00011801,United States,2026-04-11 09:31:21.5333333
AW00011802,Canada,2026-04-11 09:31:21.5333333
AW00011803,United States,2026-04-11 09:31:21.5333333
AW00011804,United States,2026-04-11 09:31:21.5333333
AW00011805,United States,2026-04-11 09:31:21.5333333
AW00011806,United States,2026-04-11 09:31:21.5333333
AW00011807,United States,2026-04-11 09:31:21.5333333
AW00011808,Canada,2026-04-11 09:31:21.5333333
AW00011809,United States,2026-04-11 09:31:21.5333333
AW00011810,United States,2026-04-11 09:31:21.5333333
AW00011811,United States,2026-04-11 09:31:21.5333333
AW00011812,United States,2026-04-11 09:31:21.5333333
AW00011813,United States,2026-04-11 09:31:21.5333333
AW00011814,United States,2026-04-11 09:31:21.5333333
AW00011815,United States,2026-04-11 09:31:21.5333333
AW00011816,United States,2026-04-11 09:31:21.5333333
AW00011817,United States,2026-04-11 09:31:21.5333333
AW00011818,United States,2026-04-11 09:31:21.5333333
AW00011819,United States,2026-04-11 09:31:21.5333333
AW00011820,Canada,2026-04-11 09:31:21.5333333
AW00011821,United States,2026-04-11 09:31:21.5333333
AW00011822,United States,2026-04-11 09:31:21.5333333
AW00011823,Canada,2026-04-11 09:31:21.5333333
AW00011824,Canada,2026-04-11 09:31:21.5333333
AW00011825,United States,2026-04-11 09:31:21.5333333
AW00011826,United States,2026-04-11 09:31:21.5333333
AW00011827,Canada,2026-04-11 09:31:21.5333333
AW00011828,United States,2026-04-11 09:31:21.5333333
AW00011829,United States,2026-04-11 09:31:21.5333333
AW00011830,United States,2026-04-11 09:31:21.5333333
AW00011831,United States,2026-04-11 09:31:21.5333333
AW00011832,United States,2026-04-11 09:31:21.5333333
AW00011833,Canada,2026-04-11 09:31:21.5333333
AW00011834,United States,2026-04-11 09:31:21.5333333
AW00011835,Canada,2026-04-11 09:31:21.5333333
AW00011836,United States,2026-04-11 09:31:21.5333333
AW00011837,United States,2026-04-11 09:31:21.5333333
AW00011838,United States,2026-04-11 09:31:21.5333333
AW00011839,United States,2026-04-11 09:31:21.5333333
AW00011840,United States,2026-04-11 09:31:21.5333333
AW00011841,Canada,2026-04-11 09:31:21.5333333
AW00011842,United States,2026-04-11 09:31:21.5333333
AW00011843,United States,2026-04-11 09:31:21.5333333
AW00011844,United States,2026-04-11 09:31:21.5333333
AW00011845,Canada,2026-04-11 09:31:21.5333333
AW00011846,United States,2026-04-11 09:31:21.5333333
AW00011847,United States,2026-04-11 09:31:21.5333333
AW00011848,United States,2026-04-11 09:31:21.5333333
AW00011849,United States,2026-04-11 09:31:21.5333333
AW00011850,United States,2026-04-11 09:31:21.5333333
AW00011851,United States,2026-04-11 09:31:21.5333333
AW00011852,United States,2026-04-11 09:31:21.5333333
AW00011853,United States,2026-04-11 09:31:21.5333333
AW00011854,United States,2026-04-11 09:31:21.5333333
AW00011855,United States,2026-04-11 09:31:21.5333333
AW00011856,United States,2026-04-11 09:31:21.5333333
AW00011857,United States,2026-04-11 09:31:21.5333333
AW00011858,United States,2026-04-11 09:31:21.5333333
AW00011859,United States,2026-04-11 09:31:21.5333333
AW00011860,United States,2026-04-11 09:31:21.5333333
AW00011861,Canada,2026-04-11 09:31:21.5333333
AW00011862,United States,2026-04-11 09:31:21.5333333
AW00011863,United States,2026-04-11 09:31:21.5333333
AW00011864,United States,2026-04-11 09:31:21.5333333
AW00011865,United States,2026-04-11 09:31:21.5333333
AW00011866,United States,2026-04-11 09:31:21.5333333
AW00011867,United States,2026-04-11 09:31:21.5333333
AW00011868,Canada,2026-04-11 09:31:21.5333333
AW00011869,Canada,2026-04-11 09:31:21.5333333
AW00011870,United States,2026-04-11 09:31:21.5333333
AW00011871,United States,2026-04-11 09:31:21.5333333
AW00011872,United States,2026-04-11 09:31:21.5333333
AW00011873,United States,2026-04-11 09:31:21.5333333
AW00011874,United States,2026-04-11 09:31:21.5333333
AW00011875,Canada,2026-04-11 09:31:21.5333333
AW00011876,United States,2026-04-11 09:31:21.5333333
AW00011877,United States,2026-04-11 09:31:21.5333333
AW00011878,United States,2026-04-11 09:31:21.5333333
AW00011879,United States,2026-04-11 09:31:21.5333333
AW00011880,United States,2026-04-11 09:31:21.5333333
AW00011881,United States,2026-04-11 09:31:21.5333333
AW00011882,United States,2026-04-11 09:31:21.5333333
AW00011883,United States,2026-04-11 09:31:21.5333333
AW00011884,United States,2026-04-11 09:31:21.5333333
AW00011885,United States,2026-04-11 09:31:21.5333333
AW00011886,United States,2026-04-11 09:31:21.5333333
AW00011887,United States,2026-04-11 09:31:21.5333333
AW00011888,Canada,2026-04-11 09:31:21.5333333
AW00011889,United States,2026-04-11 09:31:21.5333333
AW00011890,United States,2026-04-11 09:31:21.5333333
AW00011891,United States,2026-04-11 09:31:21.5333333
AW00011892,Australia,2026-04-11 09:31:21.5333333
AW00011893,Australia,2026-04-11 09:31:21.5333333
AW00011894,Australia,2026-04-11 09:31:21.5333333
AW00011895,Australia,2026-04-11 09:31:21.5333333
AW00011896,Australia,2026-04-11 09:31:21.5333333
AW00011897,Australia,2026-04-11 09:31:21.5333333
AW00011898,Australia,2026-04-11 09:31:21.5333333
AW00011899,Australia,2026-04-11 09:31:21.5333333
AW00011900,Australia,2026-04-11 09:31:21.5333333
AW00011901,Australia,2026-04-11 09:31:21.5333333
AW00011902,Australia,2026-04-11 09:31:21.5333333
AW00011903,Australia,2026-04-11 09:31:21.5333333
AW00011904,Australia,2026-04-11 09:31:21.5333333
AW00011905,Australia,2026-04-11 09:31:21.5333333
AW00011906,Australia,2026-04-11 09:31:21.5333333
AW00011907,Australia,2026-04-11 09:31:21.5333333
AW00011908,Australia,2026-04-11 09:31:21.5333333
AW00011909,Australia,2026-04-11 09:31:21.5333333
AW00011910,Australia,2026-04-11 09:31:21.5333333
AW00011911,Australia,2026-04-11 09:31:21.5333333
AW00011912,Australia,2026-04-11 09:31:21.5333333
AW00011913,Australia,2026-04-11 09:31:21.5333333
AW00011914,Australia,2026-04-11 09:31:21.5333333
AW00011915,Australia,2026-04-11 09:31:21.5333333
AW00011916,Australia,2026-04-11 09:31:21.5333333
AW00011917,Australia,2026-04-11 09:31:21.5333333
AW00011918,Australia,2026-04-11 09:31:21.5333333
AW00011919,Australia,2026-04-11 09:31:21.5333333
AW00011920,Australia,2026-04-11 09:31:21.5333333
AW00011921,Australia,2026-04-11 09:31:21.5333333
AW00011922,Canada,2026-04-11 09:31:21.5333333
AW00011923,United States,2026-04-11 09:31:21.5333333
AW00011924,United States,2026-04-11 09:31:21.5333333
AW00011925,United States,2026-04-11 09:31:21.5333333
AW00011926,United States,2026-04-11 09:31:21.5333333
AW00011927,United States,2026-04-11 09:31:21.5333333
AW00011928,United States,2026-04-11 09:31:21.5333333
AW00011929,Australia,2026-04-11 09:31:21.5333333
AW00011930,Australia,2026-04-11 09:31:21.5333333
AW00011931,United States,2026-04-11 09:31:21.5333333
AW00011932,United States,2026-04-11 09:31:21.5333333
AW00011933,United States,2026-04-11 09:31:21.5333333
AW00011934,United States,2026-04-11 09:31:21.5333333
AW00011935,United States,2026-04-11 09:31:21.5333333
AW00011936,United States,2026-04-11 09:31:21.5333333
AW00011937,United States,2026-04-11 09:31:21.5333333
AW00011938,United States,2026-04-11 09:31:21.5333333
AW00011939,United States,2026-04-11 09:31:21.5333333
AW00011940,United States,2026-04-11 09:31:21.5333333
AW00011941,United States,2026-04-11 09:31:21.5333333
AW00011942,Australia,2026-04-11 09:31:21.5333333
AW00011943,Australia,2026-04-11 09:31:21.5333333
AW00011944,Australia,2026-04-11 09:31:21.5333333
AW00011945,United States,2026-04-11 09:31:21.5333333
AW00011946,Australia,2026-04-11 09:31:21.5333333
AW00011947,Australia,2026-04-11 09:31:21.5333333
AW00011948,Australia,2026-04-11 09:31:21.5333333
AW00011949,United States,2026-04-11 09:31:21.5333333
AW00011950,United States,2026-04-11 09:31:21.5333333
AW00011951,Australia,2026-04-11 09:31:21.5333333
AW00011952,Australia,2026-04-11 09:31:21.5333333
AW00011953,United States,2026-04-11 09:31:21.5333333
AW00011954,United States,2026-04-11 09:31:21.5333333
AW00011955,United States,2026-04-11 09:31:21.5333333
AW00011956,United States,2026-04-11 09:31:21.5333333
AW00011957,United States,2026-04-11 09:31:21.5333333
AW00011958,United States,2026-04-11 09:31:21.5333333
AW00011959,United States,2026-04-11 09:31:21.5333333
AW00011960,United States,2026-04-11 09:31:21.5333333
AW00011961,United States,2026-04-11 09:31:21.5333333
AW00011962,United States,2026-04-11 09:31:21.5333333
AW00011963,Australia,2026-04-11 09:31:21.5333333
AW00011964,Australia,2026-04-11 09:31:21.5333333
AW00011965,Australia,2026-04-11 09:31:21.5333333
AW00011966,Australia,2026-04-11 09:31:21.5333333
AW00011967,Australia,2026-04-11 09:31:21.5333333
AW00011968,Australia,2026-04-11 09:31:21.5333333
AW00011969,Australia,2026-04-11 09:31:21.5333333
AW00011970,United States,2026-04-11 09:31:21.5333333
AW00011971,United States,2026-04-11 09:31:21.5333333
AW00011972,United States,2026-04-11 09:31:21.5333333
AW00011973,United States,2026-04-11 09:31:21.5333333
AW00011974,United States,2026-04-11 09:31:21.5333333
AW00011975,United States,2026-04-11 09:31:21.5333333
AW00011976,Australia,2026-04-11 09:31:21.5333333
AW00011977,Australia,2026-04-11 09:31:21.5333333
AW00011978,United States,2026-04-11 09:31:21.5333333
AW00011979,Canada,2026-04-11 09:31:21.5333333
AW00011980,United States,2026-04-11 09:31:21.5333333
AW00011981,United States,2026-04-11 09:31:21.5333333
AW00011982,United States,2026-04-11 09:31:21.5333333
AW00011983,United States,2026-04-11 09:31:21.5333333
AW00011984,Canada,2026-04-11 09:31:21.5333333
AW00011985,United States,2026-04-11 09:31:21.5333333
AW00011986,Australia,2026-04-11 09:31:21.5333333
AW00011987,Australia,2026-04-11 09:31:21.5333333
AW00011988,Australia,2026-04-11 09:31:21.5333333
AW00011989,Australia,2026-04-11 09:31:21.5333333
AW00011990,Australia,2026-04-11 09:31:21.5333333
AW00011991,Australia,2026-04-11 09:31:21.5333333
AW00011992,Australia,2026-04-11 09:31:21.5333333
AW00011993,Australia,2026-04-11 09:31:21.5333333
AW00011994,Australia,2026-04-11 09:31:21.5333333
AW00011995,Australia,2026-04-11 09:31:21.5333333
AW00011996,Australia,2026-04-11 09:31:21.5333333
AW00011997,Australia,2026-04-11 09:31:21.5333333
AW00011998,Australia,2026-04-11 09:31:21.5333333
AW00011999,Australia,2026-04-11 09:31:21.5333333
